Marital status,Application mode,Course,Daytime/evening attendance	,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder
0,8,9,1,0,12,0,4,3,1,0,1,0,1
0,16,5,1,15,0,2,4,2,1,0,0,0,1
0,7,13,1,0,0,26,4,9,1,0,1,0,1
0,13,2,0,0,12,26,8,5,0,0,1,1,0
0,7,6,1,0,12,13,4,0,1,0,1,1,0
1,11,3,1,0,21,26,9,9,0,0,1,1,0
0,0,14,1,0,0,2,9,9,0,0,1,1,0
0,14,7,1,13,2,3,2,2,1,0,1,1,0
0,11,13,1,11,12,0,5,8,1,0,1,1,1
0,11,11,1,11,0,2,2,2,0,1,1,1,0
0,3,6,1,14,2,0,2,5,0,0,1,1,0
0,13,12,1,0,0,26,5,5,1,0,1,1,0
0,7,13,1,0,0,0,4,10,1,0,1,1,0
3,11,3,1,0,21,26,9,8,0,0,1,1,0
0,14,3,1,13,0,27,4,4,1,0,1,1,1
0,0,4,1,0,22,26,3,3,0,0,1,1,0
0,0,13,1,0,0,0,11,11,1,1,1,1,0
1,11,16,0,0,21,13,5,3,1,0,1,1,0
1,11,11,1,0,21,26,28,41,0,0,1,0,0
0,11,11,1,14,21,26,9,7,0,0,1,0,0
0,7,14,1,0,22,27,7,7,1,0,0,0,0
0,11,16,0,0,21,13,9,9,0,0,1,0,1
0,0,1,1,0,12,26,7,7,1,0,1,1,0
0,13,4,1,0,12,26,7,7,1,0,1,1,0
0,13,11,1,0,0,0,6,6,0,0,1,0,0
0,7,10,1,0,0,0,4,8,1,0,0,1,0
1,11,16,0,0,21,13,9,10,0,0,1,1,0
0,7,1,1,0,12,26,5,9,1,0,1,1,1
0,4,10,1,0,2,0,9,9,1,0,1,0,0
0,7,11,1,0,12,26,9,9,1,0,1,0,0
0,0,1,1,0,12,26,9,7,1,0,1,0,1
0,3,11,1,4,12,0,4,1,1,0,0,0,0
0,7,1,1,0,12,0,4,1,1,0,1,1,0
0,0,1,1,0,21,13,9,8,0,0,1,1,1
0,11,8,1,8,0,0,9,4,1,1,0,1,0
0,11,16,0,0,12,13,9,9,1,0,1,1,0
1,11,16,0,0,21,26,9,9,0,0,1,1,0
0,7,5,1,0,12,0,9,4,1,0,1,1,0
0,0,13,1,0,12,0,7,4,0,0,1,1,0
0,0,1,1,0,2,1,2,2,1,0,1,1,0
0,0,11,1,0,0,0,4,3,0,0,1,1,0
0,7,14,1,0,0,0,5,1,0,1,0,1,0
0,11,6,1,0,21,26,9,9,0,0,1,1,1
0,5,10,1,0,12,0,9,7,1,0,0,0,0
0,4,11,1,0,2,2,2,9,1,1,0,0,0
3,11,3,1,0,12,13,9,4,0,0,1,0,0
0,7,11,1,0,22,0,9,5,1,0,1,0,0
1,5,14,1,0,21,26,9,6,0,0,1,0,0
0,3,6,1,3,3,2,2,7,0,1,1,1,0
0,0,5,1,0,0,27,9,9,1,0,1,0,0
1,14,16,0,13,21,26,9,9,0,0,1,0,0
0,11,11,1,0,21,13,9,8,1,0,1,0,0
0,0,9,1,0,22,13,9,10,1,0,1,0,1
0,8,15,1,0,22,13,7,7,1,1,0,0,0
1,11,6,1,2,21,26,4,7,0,0,0,0,0
0,7,8,1,0,22,26,3,5,1,0,1,0,0
1,11,15,1,8,21,26,7,8,0,0,1,0,0
3,7,2,0,0,12,13,11,11,0,0,1,0,0
0,3,7,1,1,26,0,4,9,0,0,1,1,0
0,11,2,0,0,18,23,0,0,1,0,1,0,0
0,7,4,1,0,0,26,4,9,1,0,1,0,0
0,8,14,1,0,12,26,9,5,0,0,0,0,0
1,11,16,0,6,18,23,0,0,0,0,0,0,0
1,3,10,1,1,21,26,9,9,0,0,0,0,0
4,11,11,1,0,22,27,9,9,0,0,0,0,0
1,13,2,0,0,18,23,0,0,0,0,1,0,1
0,13,8,1,0,21,26,9,9,0,0,1,0,0
0,3,8,1,14,21,26,9,9,0,0,1,0,0
0,0,5,1,0,0,27,5,5,1,0,1,0,0
0,11,2,0,0,21,26,9,9,0,0,1,0,1
0,0,11,1,0,0,13,2,7,1,0,1,0,0
0,0,6,1,0,21,13,9,5,1,0,1,1,0
0,7,8,1,0,0,27,6,6,1,1,1,1,0
0,6,1,1,0,21,26,9,9,1,0,1,1,0
0,0,11,1,0,2,13,2,10,1,0,1,1,0
0,5,0,1,0,1,2,2,4,0,0,1,1,0
0,7,7,1,0,22,13,5,7,1,0,1,0,0
0,0,8,1,0,0,0,3,4,1,0,1,0,1
0,14,7,1,13,12,13,5,5,1,1,0,0,0
0,7,5,1,0,21,0,3,9,0,0,1,0,0
0,7,9,1,0,0,13,7,7,1,0,1,0,1
0,7,11,1,0,12,27,9,5,1,0,1,0,1
0,0,8,1,0,0,13,4,4,1,0,1,1,0
0,5,12,1,0,12,0,9,4,0,1,1,0,0
0,13,7,1,0,21,26,9,6,0,0,1,0,0
1,0,2,0,0,21,26,9,9,1,0,1,0,0
0,11,3,1,11,21,26,9,10,0,1,0,1,0
5,11,16,0,8,21,26,11,11,1,0,0,1,0
4,11,3,1,0,21,26,9,7,0,1,0,0,0
4,3,16,0,1,21,26,6,6,0,0,1,0,0
0,0,1,1,0,12,13,4,4,1,0,1,0,0
1,11,13,1,11,21,26,9,9,0,0,1,0,0
0,11,16,0,0,12,26,5,5,0,0,1,0,0
0,0,5,1,0,21,13,9,8,1,1,0,0,0
0,6,1,1,0,22,26,9,9,1,0,1,1,1
0,0,14,1,0,21,26,9,7,1,0,1,1,1
0,6,4,1,0,0,2,4,2,1,0,1,0,0
0,13,16,0,0,12,26,3,9,0,0,1,0,0
0,7,15,1,0,21,27,9,9,1,0,1,0,1
0,0,14,1,0,21,13,9,9,1,0,1,0,1
0,0,1,1,0,16,27,9,8,1,0,1,1,0
0,0,8,1,0,22,26,7,7,1,0,1,0,0
0,7,6,1,0,0,1,3,3,1,0,1,1,0
0,7,10,1,0,21,26,5,4,1,0,1,1,0
0,7,2,0,0,0,13,4,12,1,0,1,1,0
0,14,3,1,13,0,13,4,7,0,0,1,1,0
0,7,1,1,0,2,0,2,10,1,0,1,1,0
0,0,8,1,0,12,27,5,5,1,0,1,1,0
0,0,1,1,0,22,26,9,3,1,1,0,1,1
0,7,8,1,0,0,27,9,9,1,0,1,1,0
0,0,13,1,0,0,26,4,9,0,0,1,1,0
0,0,11,1,0,21,26,9,9,1,0,1,1,0
0,0,14,1,0,12,0,9,9,0,0,1,1,1
0,7,9,1,0,21,26,7,7,1,0,1,1,0
0,7,14,1,0,22,27,9,9,0,1,1,1,0
0,0,1,1,0,0,0,0,3,1,0,1,1,0
0,7,13,1,0,0,13,4,10,0,0,1,1,0
0,0,10,1,0,0,13,4,1,1,0,1,1,0
0,14,3,1,13,12,27,6,6,1,0,1,1,0
0,11,3,1,11,0,13,9,8,0,1,0,1,0
0,16,3,1,15,22,27,9,9,1,1,1,1,0
0,0,10,1,0,2,13,3,9,1,0,1,1,0
0,0,11,1,0,3,2,2,1,1,0,1,1,0
0,7,14,1,0,22,13,9,10,1,0,1,1,0
0,0,4,1,0,22,13,7,7,1,0,1,1,0
0,0,8,1,0,0,27,4,7,1,0,1,1,0
0,6,5,1,0,12,26,8,8,1,0,1,1,0
0,7,11,1,0,12,13,5,5,1,0,1,0,0
0,11,2,0,10,18,23,0,0,1,0,0,0,0
1,11,2,0,0,22,26,5,3,0,0,1,0,1
1,11,5,1,11,12,13,9,5,1,0,1,0,0
0,0,5,1,0,21,27,6,9,0,0,1,0,0
0,11,2,0,0,21,0,7,4,1,0,1,0,0
0,0,14,1,0,12,0,9,9,1,0,1,0,1
0,12,13,1,0,0,0,9,10,1,0,1,0,1
0,8,13,1,0,12,2,9,7,1,0,1,0,0
0,0,5,1,0,22,26,9,9,1,0,1,0,0
1,11,12,1,0,21,26,9,4,0,0,0,0,0
1,11,12,1,0,21,26,9,9,0,0,1,0,0
0,12,15,1,0,0,13,4,7,0,0,1,0,0
0,11,16,0,0,21,26,7,10,0,0,0,0,0
0,0,5,1,0,21,1,9,4,1,0,1,0,1
0,14,16,0,13,21,26,5,5,1,0,1,1,0
0,0,13,1,0,12,2,4,0,1,0,0,1,0
0,11,6,1,0,21,27,9,8,0,1,1,1,0
1,11,7,1,11,21,27,9,9,0,0,1,1,0
1,11,14,1,11,12,13,9,4,0,1,0,1,0
1,11,16,0,8,21,26,9,9,1,0,1,1,0
0,13,2,0,0,22,2,17,19,0,0,1,1,0
1,11,16,0,0,21,26,9,10,0,0,1,1,0
0,7,13,1,0,22,26,7,5,0,0,1,1,1
1,11,7,1,0,0,13,6,6,1,0,1,1,0
0,0,11,1,0,0,0,4,4,0,0,1,1,1
0,11,13,1,6,21,26,5,3,0,1,1,1,0
0,0,4,1,0,2,0,2,3,1,0,1,1,0
0,0,11,1,0,0,26,4,3,1,0,1,0,1
0,0,4,1,0,22,27,9,7,1,0,1,0,0
0,7,11,1,0,0,0,4,4,1,0,1,0,0
0,7,2,0,0,21,13,9,9,0,0,1,0,0
0,7,10,1,0,2,2,3,3,1,0,1,0,0
0,0,1,1,0,2,13,4,7,1,0,1,0,0
0,0,1,1,0,0,13,3,3,1,0,1,0,0
0,13,11,1,0,0,27,4,7,0,0,1,0,1
0,0,11,1,0,12,26,9,7,1,0,1,0,0
0,0,11,1,0,0,27,4,9,1,0,1,0,1
0,0,11,1,0,2,0,9,9,0,0,1,0,0
0,0,11,1,0,0,0,4,7,1,0,1,0,0
0,3,16,0,14,27,2,3,3,0,0,1,0,0
0,0,12,1,0,12,13,3,10,1,0,1,0,1
0,0,15,1,0,0,0,2,9,1,0,1,0,0
0,0,5,1,0,22,0,9,3,1,0,1,0,0
0,0,8,1,0,2,13,1,4,0,0,1,0,0
0,0,5,1,0,21,13,9,8,0,0,1,0,0
0,13,1,1,0,21,26,9,9,1,0,1,0,1
0,0,1,1,0,2,2,1,2,1,0,1,0,0
0,16,5,1,15,0,13,4,6,1,0,1,0,0
0,0,5,1,0,2,2,5,2,1,0,1,0,0
0,0,11,1,0,12,0,4,4,0,0,1,0,0
0,7,11,1,0,0,26,9,7,0,0,1,0,1
0,0,5,1,0,21,26,9,1,0,0,1,0,0
0,0,14,1,0,0,0,4,4,1,0,1,0,0
0,7,9,1,0,0,0,5,6,0,0,1,0,1
0,0,11,1,0,2,13,1,5,1,0,1,0,0
0,14,4,1,13,0,27,4,6,0,1,0,0,0
0,7,2,0,0,21,26,5,8,0,1,1,0,1
0,11,16,0,0,0,0,4,2,0,0,1,0,0
0,0,5,1,0,12,2,4,2,0,0,1,0,0
0,14,7,1,13,2,0,4,1,1,0,0,0,0
0,11,11,1,14,0,0,4,4,1,0,1,0,0
0,7,11,1,0,0,0,4,9,1,0,1,0,0
0,7,10,1,0,0,0,4,4,0,0,0,0,0
0,7,12,1,0,2,2,1,7,1,0,1,1,0
4,11,16,0,0,0,0,3,3,0,0,1,1,1
0,7,5,1,0,21,25,4,11,0,0,1,1,0
0,11,11,1,0,0,26,9,9,0,0,1,1,0
0,0,6,1,0,22,27,9,7,1,0,1,1,0
0,0,14,1,0,0,13,4,4,0,0,1,1,0
0,0,13,1,0,12,0,9,4,1,1,1,1,0
0,0,13,1,0,1,1,3,3,1,0,1,1,0
0,7,4,1,0,21,26,5,5,1,0,1,1,0
0,0,4,1,0,2,2,2,2,1,0,1,1,0
0,7,5,1,0,22,0,9,9,1,0,1,1,0
0,3,12,1,2,2,2,2,2,0,1,0,1,0
0,0,1,1,0,12,0,9,9,1,0,1,1,0
0,13,1,1,0,21,26,9,9,1,0,1,1,0
0,3,6,1,0,18,23,0,0,0,0,1,1,0
0,8,4,1,0,0,26,4,7,1,0,0,1,0
0,0,11,1,0,21,27,9,9,1,0,1,1,1
0,0,8,1,0,2,13,3,10,0,0,1,1,0
0,11,6,1,2,2,2,3,10,0,0,1,1,0
0,7,13,1,0,22,26,9,8,1,0,1,1,1
0,7,4,1,0,12,27,4,5,1,0,1,1,0
0,11,5,1,0,18,0,0,2,0,0,1,1,0
0,0,11,1,0,0,0,5,5,1,0,1,1,0
0,3,11,1,2,21,26,11,11,1,0,1,1,0
0,0,11,1,0,22,26,9,9,0,0,1,1,1
0,0,14,1,0,0,0,5,5,1,0,1,1,0
0,7,14,1,0,18,23,0,0,0,0,1,1,0
0,0,9,1,0,22,27,7,7,1,0,1,1,0
0,11,13,1,0,0,13,4,9,0,0,1,1,1
0,0,6,1,0,2,0,4,1,0,0,1,1,0
0,0,1,1,0,0,0,4,4,0,0,1,1,0
0,0,8,1,0,0,27,8,9,1,0,1,1,0
0,11,12,1,11,12,0,7,10,0,0,1,1,0
0,0,11,1,0,21,27,9,5,1,0,1,0,0
0,14,16,0,13,21,26,9,9,0,0,1,0,0
0,0,11,1,0,12,13,5,4,1,0,1,0,1
0,12,11,1,0,2,0,3,10,1,0,0,0,0
0,14,5,1,13,0,2,9,4,0,1,0,0,0
0,7,9,1,0,12,26,9,9,1,0,1,0,1
0,7,11,1,0,0,13,4,10,1,0,1,0,0
0,0,11,1,0,22,27,7,7,1,0,1,0,1
1,11,11,1,0,21,27,4,4,0,0,1,1,1
0,11,6,1,0,22,26,7,7,0,0,1,1,0
0,11,16,0,11,1,0,2,4,0,0,1,1,0
0,7,5,1,0,22,26,9,9,1,0,1,1,0
0,0,10,1,0,21,26,9,9,1,0,1,0,1
0,15,5,1,0,2,2,2,8,1,0,1,0,0
0,0,14,1,0,1,0,9,9,1,0,1,0,1
0,0,1,1,0,12,13,3,10,1,0,1,0,0
1,11,16,0,0,21,26,5,1,1,0,1,0,0
0,13,9,1,0,18,23,12,12,0,0,1,0,1
0,14,7,1,13,22,26,4,9,1,0,1,0,1
0,7,10,1,0,22,26,4,9,1,0,0,0,0
1,13,16,0,0,21,26,9,9,0,0,1,1,0
0,0,8,1,0,2,2,5,10,0,0,1,1,0
0,0,7,1,0,12,13,11,8,1,0,0,1,0
1,11,6,1,0,21,27,9,10,0,1,1,1,0
1,11,2,0,0,21,2,9,10,0,0,1,1,0
0,0,8,1,0,0,0,9,9,0,0,0,1,0
0,14,4,1,13,1,13,3,8,0,0,1,1,0
0,0,11,1,0,2,0,2,1,1,0,1,1,0
0,0,11,1,0,0,2,9,10,1,0,1,1,0
0,11,3,1,0,2,0,5,9,0,0,1,1,0
1,11,4,1,11,21,26,9,10,0,0,0,1,0
0,8,7,1,0,2,2,5,2,0,0,1,1,0
0,7,10,1,0,0,0,4,2,1,0,1,1,0
0,0,7,1,0,2,13,2,9,1,0,1,1,0
0,13,14,1,0,0,0,9,6,0,1,0,1,0
0,11,13,1,0,21,26,11,11,0,1,0,1,0
0,14,5,1,13,0,0,4,4,1,0,1,1,0
0,13,7,1,0,12,0,9,4,0,1,0,1,0
0,11,3,1,0,12,0,9,6,1,0,0,1,0
0,11,3,1,0,0,0,9,4,0,1,0,1,0
0,13,4,1,0,22,27,7,7,1,0,1,1,0
0,14,3,1,0,2,1,2,6,1,0,1,1,0
0,0,1,1,0,22,13,9,9,1,0,1,1,1
0,7,4,1,0,23,28,3,3,1,0,1,1,0
0,14,6,1,13,12,2,5,2,0,0,1,1,0
0,7,6,1,0,2,0,2,9,1,1,0,1,0
0,0,6,1,0,0,0,3,3,0,0,0,1,1
0,7,1,1,0,3,3,3,3,0,1,1,1,0
0,14,7,1,13,0,26,4,8,1,0,0,0,0
0,0,13,1,0,3,13,2,5,1,0,1,0,0
0,0,11,1,0,0,0,4,7,1,0,1,0,1
0,0,9,1,0,12,13,28,35,1,1,1,0,0
0,7,1,1,0,0,0,5,7,1,0,1,0,1
0,11,14,1,0,0,13,1,3,0,0,1,1,0
0,5,8,1,0,21,1,6,4,0,1,1,1,0
0,16,8,1,15,0,0,6,6,0,0,1,1,1
0,0,8,1,0,12,27,9,9,1,0,1,0,0
0,11,3,1,0,0,0,9,9,0,1,0,0,0
0,14,10,1,13,12,1,9,3,0,0,0,1,0
0,3,11,1,2,2,13,2,6,0,0,1,1,0
0,15,8,1,0,2,2,2,2,0,1,1,1,0
0,6,15,1,0,21,13,9,5,1,0,1,0,1
0,11,8,1,0,22,27,9,8,0,0,1,0,0
0,0,14,1,0,0,0,9,9,1,0,1,0,1
0,12,3,1,0,12,13,4,4,1,0,1,1,0
0,7,10,1,0,0,13,4,5,1,0,1,1,0
0,0,14,1,0,0,2,0,0,0,0,0,1,0
1,0,10,1,0,12,27,4,7,0,0,1,1,0
1,11,16,0,0,21,9,9,9,0,1,1,1,0
0,0,8,1,0,21,27,7,7,1,0,1,1,0
0,0,11,1,0,21,13,9,9,1,0,1,1,0
0,0,13,1,0,0,26,9,10,0,0,1,1,0
0,0,4,1,0,0,13,3,3,1,0,1,1,1
0,11,11,1,0,21,26,3,7,0,0,1,1,0
0,7,8,1,0,2,27,14,35,1,1,1,1,0
0,3,11,1,2,21,27,9,9,0,0,1,1,0
0,13,8,1,0,21,27,7,7,0,0,1,1,0
1,11,9,1,11,21,26,9,4,0,0,1,1,0
0,3,16,0,2,21,26,9,9,0,0,1,1,0
0,0,4,1,0,2,2,0,1,1,0,1,1,0
0,7,10,1,0,12,0,4,4,1,0,1,1,1
1,11,11,1,0,21,26,9,4,0,0,1,1,0
0,0,8,1,0,2,0,3,10,0,0,1,1,0
0,11,16,0,0,2,4,2,2,0,1,1,1,0
0,7,5,1,0,0,0,4,7,1,0,1,1,0
0,13,11,1,0,12,26,26,41,1,0,1,0,0
0,0,11,1,0,22,27,7,9,1,0,1,0,1
0,0,9,1,0,22,26,9,7,1,0,1,0,1
0,0,5,1,0,22,0,9,9,1,0,1,0,1
0,11,3,1,11,21,27,4,9,0,1,0,0,0
0,7,10,1,0,22,2,9,3,1,1,0,0,0
0,0,11,1,0,2,0,4,1,1,0,1,1,0
0,13,2,0,2,18,23,0,0,0,0,1,1,0
0,0,8,1,0,0,0,9,9,0,0,1,1,1
0,13,13,1,0,12,0,4,4,1,0,1,1,0
0,15,8,1,11,12,13,9,5,0,1,0,1,0
0,13,16,0,2,2,0,2,9,0,0,1,1,0
0,0,6,1,0,0,0,3,5,0,0,1,1,1
0,7,13,1,0,2,2,1,1,0,0,1,1,0
0,0,6,1,0,0,13,4,7,0,0,0,1,1
0,15,16,0,0,0,0,5,3,1,0,1,1,0
0,11,10,1,0,21,26,9,9,0,0,1,1,0
0,0,11,1,0,0,13,3,3,1,0,1,0,1
1,15,11,1,0,21,26,5,5,0,0,1,1,0
0,0,8,1,0,21,27,9,9,1,0,1,1,0
0,8,4,1,0,0,26,4,7,1,0,1,1,0
0,11,3,1,11,12,26,1,1,0,1,1,1,0
3,13,16,0,0,21,26,6,6,0,0,1,0,0
0,13,4,1,0,21,26,9,9,1,0,1,0,0
0,7,14,1,0,1,26,9,9,1,1,0,0,0
0,7,11,1,0,2,1,3,3,1,0,1,0,0
0,13,5,1,0,12,27,4,9,1,0,0,0,0
0,0,11,1,0,2,0,4,3,1,0,1,0,1
0,7,8,1,0,0,27,4,5,1,0,1,0,0
0,11,13,1,0,0,0,4,4,0,0,1,0,0
0,0,9,1,0,2,2,3,3,0,0,1,0,0
0,7,10,1,0,12,26,5,3,0,0,1,0,0
0,0,9,1,0,22,0,5,7,0,0,1,0,1
0,7,5,1,0,0,27,4,9,1,0,1,0,0
0,3,11,1,2,21,26,4,5,0,1,0,0,0
0,0,8,1,0,22,26,5,6,0,0,1,0,1
0,0,15,1,0,21,13,9,8,0,1,1,0,0
0,0,9,1,0,0,0,4,4,0,0,1,0,1
0,7,8,1,0,21,13,9,8,1,0,1,0,1
0,0,8,1,0,12,13,9,9,1,0,0,0,1
0,7,11,1,0,12,27,3,9,0,0,1,0,1
0,0,9,1,0,22,27,28,42,0,1,1,0,1
1,13,2,0,0,21,13,9,3,0,0,1,0,0
1,11,11,1,0,21,26,9,9,1,0,1,0,0
0,7,11,1,0,2,13,2,5,1,0,1,0,0
0,11,4,1,0,0,13,4,4,1,0,1,0,0
0,4,14,1,0,22,26,0,5,1,0,1,0,0
0,7,7,1,0,12,13,3,10,1,0,1,1,0
0,0,8,1,0,0,27,3,6,0,0,1,1,1
0,0,8,1,0,2,0,3,3,1,1,1,1,0
0,0,11,1,0,0,0,9,9,1,1,1,1,0
0,0,7,1,0,2,13,2,4,1,0,1,1,0
0,7,3,1,0,21,2,5,2,0,0,1,1,0
1,11,16,0,0,20,11,9,10,1,0,1,1,0
0,0,11,1,0,4,4,2,2,0,0,1,1,0
0,13,10,1,0,2,2,2,2,0,0,1,1,0
0,3,11,1,2,0,0,7,10,1,0,0,1,0
0,0,6,1,0,12,27,9,7,0,0,1,1,0
0,0,8,1,0,2,13,3,3,0,0,1,1,0
0,14,3,1,13,2,2,2,10,1,0,1,1,0
0,11,5,1,0,21,26,11,11,0,1,0,1,0
3,11,13,1,11,12,0,11,11,0,0,0,1,0
0,0,4,1,0,2,2,9,9,1,1,0,0,1
0,5,9,1,0,12,0,9,9,1,1,0,1,0
0,7,4,1,0,0,3,4,2,0,0,1,1,0
1,12,16,0,0,2,1,2,2,0,0,1,1,0
1,11,6,1,0,12,13,0,5,0,1,1,1,0
0,11,6,1,0,0,0,4,4,0,0,1,1,0
0,0,10,1,0,0,0,5,4,1,0,0,1,0
0,7,4,1,0,21,27,9,5,1,0,1,1,0
0,0,7,1,0,6,13,4,4,0,0,1,1,1
0,11,16,0,0,0,0,3,7,0,0,1,1,0
0,11,8,1,0,12,13,5,9,0,0,0,1,0
0,11,16,0,0,21,26,9,6,0,1,0,1,0
0,0,1,1,0,21,13,9,8,1,0,1,1,1
0,0,14,1,0,12,8,0,0,1,0,1,1,0
0,7,13,1,0,18,2,7,2,1,1,0,1,0
0,0,11,1,0,0,0,4,4,1,0,1,1,1
0,15,11,1,0,0,0,4,10,0,0,1,1,0
0,11,2,0,0,18,23,0,0,1,0,1,1,0
0,0,14,1,0,12,13,7,7,1,0,1,1,1
0,0,11,1,0,21,26,9,9,0,0,1,1,0
0,11,12,1,11,26,0,3,7,0,0,1,1,0
0,0,11,1,0,21,13,4,4,1,0,1,1,0
0,0,1,1,0,1,13,5,5,1,1,0,1,1
0,7,11,1,0,12,2,4,9,0,0,1,1,0
1,14,6,1,13,21,26,9,9,0,1,1,1,0
0,11,3,1,0,21,26,9,4,0,0,1,1,0
0,7,10,1,0,12,27,9,9,0,0,1,0,0
0,0,1,1,0,0,13,10,5,1,0,1,1,0
1,11,11,1,0,21,26,28,36,0,0,1,0,0
0,0,11,1,0,12,1,9,3,1,0,1,0,0
0,14,3,1,13,21,26,9,7,1,0,0,1,0
1,13,14,1,0,21,26,5,0,0,1,0,1,0
0,4,5,1,0,1,13,2,8,0,0,1,0,0
0,0,1,1,0,0,0,9,3,1,0,1,0,0
0,0,1,1,0,24,32,4,4,1,0,1,0,0
0,0,11,1,0,22,26,7,7,1,0,1,0,1
0,0,7,1,0,1,15,4,3,1,0,1,0,0
0,0,1,1,0,1,2,4,8,1,0,1,0,0
0,8,1,1,0,0,0,4,3,1,0,1,0,0
0,0,4,1,0,12,13,7,9,1,0,1,0,0
0,0,5,1,0,12,26,8,8,0,0,1,0,0
0,0,14,1,0,2,2,2,2,1,1,0,0,0
0,0,1,1,0,9,9,4,1,1,0,1,0,0
0,16,5,1,15,2,0,2,8,1,0,1,0,0
0,13,14,1,0,0,26,3,0,0,1,1,0,0
0,12,5,1,0,0,6,4,4,0,0,1,0,0
0,0,7,1,0,0,0,4,4,1,0,1,0,0
0,7,11,1,0,12,0,4,10,1,0,1,0,0
0,0,14,1,0,12,0,7,9,1,0,1,0,0
0,14,9,1,13,0,26,4,8,1,0,1,0,1
0,0,11,1,0,3,9,5,9,1,0,1,0,0
0,0,11,1,0,12,0,9,10,1,0,1,0,0
0,7,15,1,0,1,13,3,9,1,0,1,0,0
0,0,11,1,0,2,2,2,2,1,0,1,0,0
0,0,13,1,0,2,13,4,5,1,0,1,0,0
0,0,11,1,0,21,26,5,7,1,0,1,0,0
0,0,12,1,0,22,0,9,3,1,0,1,0,0
1,7,2,0,0,12,26,3,3,0,1,0,0,0
0,0,15,1,0,9,9,9,4,1,0,1,0,0
0,0,11,1,0,0,26,4,8,1,0,1,0,0
0,7,11,1,0,12,27,5,8,1,0,1,0,1
0,0,11,1,0,12,27,9,10,1,0,1,0,0
0,0,4,1,0,12,26,9,9,1,0,1,0,1
0,13,13,1,0,12,13,1,1,0,1,1,0,0
0,14,5,1,13,0,0,3,7,1,0,1,0,0
0,0,9,1,0,21,27,9,8,1,0,1,0,0
0,0,15,1,0,12,0,9,1,0,0,1,0,0
0,7,8,1,0,21,27,5,1,0,0,1,0,0
0,7,13,1,0,0,27,4,7,0,1,1,0,1
0,7,9,1,0,0,0,4,10,0,0,1,0,0
0,0,5,1,0,22,13,9,4,1,0,1,0,1
0,7,14,1,0,12,13,9,9,0,0,1,0,1
0,0,4,1,0,22,27,9,5,0,0,0,0,1
0,7,11,1,0,0,0,9,9,1,0,1,0,1
0,0,11,1,0,12,0,1,1,1,0,1,0,0
0,7,13,1,0,22,27,5,7,1,0,1,0,0
0,7,9,1,0,12,13,3,3,1,0,1,0,0
0,11,11,1,11,12,26,9,4,0,0,1,0,1
0,0,11,1,0,12,27,9,9,1,0,1,0,1
0,7,11,1,0,0,27,3,3,1,0,1,0,0
0,7,7,1,0,3,0,2,10,1,0,1,0,0
1,0,11,1,0,12,27,4,5,0,0,1,0,0
0,11,5,1,0,12,13,4,10,0,0,1,0,0
0,0,14,1,0,2,2,3,4,1,0,1,0,0
0,0,10,1,0,0,0,9,4,1,0,1,0,1
0,0,9,1,0,22,27,9,6,1,0,1,0,0
1,0,4,1,0,9,13,9,9,0,0,1,0,1
0,0,4,1,0,3,13,3,5,1,0,1,0,0
0,0,14,1,0,0,13,4,7,1,0,1,0,1
0,0,11,1,0,21,26,9,9,1,0,1,0,0
0,0,11,1,0,12,27,5,3,0,0,1,0,0
0,7,5,1,0,0,13,4,10,1,0,1,0,0
0,0,14,1,0,22,27,9,9,1,0,1,0,1
0,8,11,1,0,22,26,5,5,0,0,1,0,0
0,0,10,1,0,22,27,4,7,0,0,1,0,0
0,13,10,1,0,12,13,9,9,1,0,1,0,0
0,0,1,1,0,12,26,7,7,1,0,0,0,0
0,0,10,1,0,0,27,5,6,1,0,1,0,1
0,0,11,1,0,2,13,2,3,1,0,1,0,0
0,8,15,1,0,12,27,4,0,1,0,1,0,0
0,0,9,1,0,12,0,4,5,1,0,1,0,0
0,3,11,1,2,21,26,4,4,0,0,1,0,0
0,0,9,1,0,9,27,4,9,1,0,1,0,0
0,16,5,1,15,12,0,9,9,1,1,0,0,0
0,0,9,1,0,0,0,4,9,1,1,1,0,1
0,8,11,1,0,12,0,9,4,0,0,1,0,1
0,0,13,1,0,0,0,5,4,1,0,1,0,1
0,0,11,1,0,0,0,4,4,1,0,1,0,1
0,7,5,1,0,0,2,4,1,1,0,1,0,0
0,3,3,1,3,2,0,2,4,1,0,1,0,0
0,0,5,1,0,0,13,3,4,0,0,1,0,0
0,0,5,1,0,2,1,4,3,1,0,1,0,0
0,7,15,1,0,0,0,3,4,0,1,1,0,0
0,0,13,1,0,0,1,4,7,1,0,1,0,0
0,15,9,1,0,12,2,5,2,0,1,1,0,0
0,7,5,1,0,1,13,2,4,1,0,1,0,1
0,7,13,1,0,12,13,5,4,0,0,1,0,1
0,7,8,1,0,12,13,4,6,0,0,1,0,1
0,0,11,1,0,0,9,3,10,1,0,1,0,0
0,15,4,1,0,0,0,4,4,1,0,1,0,0
0,0,11,1,0,12,13,3,3,1,0,1,0,0
0,14,9,1,13,0,13,28,14,0,0,1,0,0
0,14,5,1,0,0,1,3,3,0,0,1,0,0
0,0,13,1,0,9,0,9,9,1,0,1,0,1
0,0,8,1,0,12,13,9,9,1,0,1,0,1
